order_id,customer_id,material_id,qty,status,region,created_on
SO-0726,C-050,MAT-0395,63,Closed,South,2026-08-18 18:14:33
SO-0727,C-072,MAT-0441,62,Cancelled,West,2026-08-18 18:14:30
SO-0728,C-046,MAT-0070,18,Open,Central,2026-08-18 18:13:08
SO-0729,C-049,MAT-0230,86,Cancelled,Central,2026-08-18 18:12:33
SO-0730,C-018,MAT-0219,47,Closed,East,2026-08-18 18:13:21
SO-0731,C-006,MAT-0033,47,Cancelled,South,2026-08-18 18:12:08
SO-0732,C-056,MAT-0103,23,Open,East,2026-08-18 18:13:30
SO-0733,C-067,MAT-0309,19,Open,West,2026-08-18 18:14:40
SO-0734,C-004,MAT-0305,36,Open,South,2026-08-18 18:11:47
SO-0735,C-086,MAT-0125,89,Open,Central,2026-08-18 18:12:45
SO-0736,C-081,MAT-0484,37,Cancelled,South,2026-08-18 18:13:57
SO-0737,C-048,MAT-0278,93,Closed,West,2026-08-18 18:13:08
SO-0738,C-011,MAT-0341,16,Closed,South,2026-08-18 18:14:00
SO-0739,C-054,MAT-0483,1,Cancelled,Central,2026-08-18 18:13:13
SO-0740,C-028,MAT-0485,51,Open,North,2026-08-18 18:13:07
SO-0741,C-045,MAT-0285,63,Closed,East,2026-08-18 18:14:06
SO-0742,C-068,MAT-0094,54,Cancelled,North,2026-08-18 18:11:52
SO-0743,C-068,MAT-0132,23,Closed,West,2026-08-18 18:14:38
SO-0744,C-011,MAT-0482,22,Cancelled,Central,2026-08-18 18:14:30
SO-0745,C-067,MAT-0362,69,Closed,South,2026-08-18 18:11:55
SO-0746,C-045,MAT-0155,22,Cancelled,West,2026-08-18 18:13:18
SO-0747,C-062,MAT-0271,8,Cancelled,East,2026-08-18 18:11:53
SO-0748,C-093,MAT-0196,71,Open,South,2026-08-18 18:12:24
SO-0749,C-100,MAT-0397,82,Cancelled,East,2026-08-18 18:12:15
SO-0750,C-043,MAT-0098,27,Closed,Central,2026-08-18 18:13:58
SO-0751,C-083,MAT-0299,85,Open,Central,2026-08-18 18:12:54
SO-0752,C-011,MAT-0325,33,Closed,Central,2026-08-18 18:13:16
SO-0753,C-028,MAT-0121,62,Closed,Central,2026-08-18 18:13:38
SO-0754,C-087,MAT-0060,41,Closed,South,2026-08-18 18:11:55
SO-0755,C-099,MAT-0167,97,Open,South,2026-08-18 18:14:34
SO-0756,C-100,MAT-0301,37,Open,South,2026-08-18 18:14:38
SO-0757,C-088,MAT-0118,53,Open,South,2026-08-18 18:13:28
SO-0758,C-052,MAT-0282,60,Cancelled,South,2026-08-18 18:13:58
SO-0759,C-094,MAT-0441,59,Cancelled,West,2026-08-18 18:12:12
SO-0760,C-097,MAT-0054,94,Cancelled,South,2026-08-18 18:14:42
SO-0761,C-031,MAT-0134,55,Cancelled,West,2026-08-18 18:13:58
SO-0762,C-035,MAT-0409,77,Cancelled,East,2026-08-18 18:13:59
SO-0763,C-054,MAT-0325,71,Cancelled,North,2026-08-18 18:11:52
SO-0764,C-024,MAT-0430,86,Closed,West,2026-08-18 18:14:00
SO-0765,C-019,MAT-0030,16,Closed,Central,2026-08-18 18:12:54
SO-0766,C-092,MAT-0096,9,Cancelled,Central,2026-08-18 18:13:38
SO-0767,C-065,MAT-0250,97,Closed,West,2026-08-18 18:12:22
SO-0768,C-021,MAT-0022,62,Closed,East,2026-08-18 18:13:05
SO-0769,C-014,MAT-0062,56,Open,North,2026-08-18 18:13:03
SO-0770,C-070,MAT-0468,2,Cancelled,East,2026-08-18 18:12:12
SO-0771,C-030,MAT-0123,50,Closed,West,2026-08-18 18:13:56
SO-0772,C-078,MAT-0430,19,Cancelled,North,2026-08-18 18:14:13
SO-0773,C-051,MAT-0006,16,Closed,Central,2026-08-18 18:11:56
SO-0774,C-078,MAT-0292,54,Open,South,2026-08-18 18:12:00
SO-0775,C-039,MAT-0390,57,Closed,West,2026-08-18 18:14:25
SO-0776,C-028,MAT-0417,61,Closed,Central,2026-08-18 18:12:05
SO-0777,C-060,MAT-0370,87,Open,West,2026-08-18 18:12:21
SO-0778,C-049,MAT-0037,23,Open,South,2026-08-18 18:11:55
SO-0779,C-039,MAT-0364,84,Cancelled,South,2026-08-18 18:12:22
SO-0780,C-038,MAT-0263,100,Open,East,2026-08-18 18:12:31
SO-0781,C-093,MAT-0085,92,Cancelled,East,2026-08-18 18:14:13
SO-0782,C-084,MAT-0199,19,Cancelled,North,2026-08-18 18:12:59
SO-0783,C-051,MAT-0168,56,Cancelled,South,2026-08-18 18:12:10
SO-0784,C-017,MAT-0027,29,Closed,Central,2026-08-18 18:13:43
SO-0785,C-056,MAT-0214,87,Closed,South,2026-08-18 18:11:49
SO-0786,C-047,MAT-0114,88,Closed,South,2026-08-18 18:11:49
SO-0787,C-015,MAT-0269,17,Closed,East,2026-08-18 18:14:26
SO-0788,C-051,MAT-0415,70,Cancelled,North,2026-08-18 18:12:34
SO-0789,C-053,MAT-0367,82,Open,North,2026-08-18 18:14:19
SO-0790,C-009,MAT-0092,28,Cancelled,Central,2026-08-18 18:13:56
SO-0791,C-076,MAT-0342,57,Open,North,2026-08-18 18:14:35
SO-0792,C-091,MAT-0398,26,Cancelled,South,2026-08-18 18:12:15
SO-0793,C-045,MAT-0069,24,Open,North,2026-08-18 18:14:31
SO-0794,C-051,MAT-0216,72,Open,North,2026-08-18 18:13:51
SO-0795,C-026,MAT-0335,23,Closed,West,2026-08-18 18:13:35
SO-0796,C-053,MAT-0001,45,Cancelled,South,2026-08-18 18:12:16
SO-0797,C-087,MAT-0237,59,Cancelled,Central,2026-08-18 18:12:21
SO-0798,C-005,MAT-0118,80,Closed,North,2026-08-18 18:13:54
SO-0799,C-038,MAT-0488,72,Cancelled,Central,2026-08-18 18:11:48
SO-0800,C-085,MAT-0490,69,Cancelled,Central,2026-08-18 18:11:59
